"BM_1","BM_2","BM_3","BM_4","BM_5","BM_6","BM_7","BM_8","BM_9","BM_10","BM_11","BM_12","BM_13","BM_14","BM_15","BM_16","BM_17","BM_18","BM_19","BM_20","BM_21","BM_22","BM_23","BM_24","BM_25","BM_26","BM_27","BM_28","BM_29","BM_30"
0.0638827732400423,0.0750212543906886,0.117831879219829,0.218494771247646,0.111625983473687,0.0612472018834207,0.169050504313668,0.0846700065164099,0.380821498555128,0.0863188501475082,0.47034299352843,0.229690073338885,-0.0401534488885042,-0.0335899771286604,0.483138895044096,0.0302283719222118,0.540103191867608,0.323546115500314,-0.209624422402232,-0.0282370921171055,0.0840064804023326,0.0211058683995884,0.0902522650577621,0.0551622269927927,-0.222306764652059,-0.0598613762806161,-0.0356901601316674,-0.107676838362283,-0.0793588154040019,0.0528688769014528
0.0686810814052932,0.329380600485054,0.200663295023736,0.201948990876206,0.288414996751778,0.16588350418772,0.217444792493448,0.118761567308394,0.377437035410699,0.367159103381621,0.860446338437888,0.478314709463801,-0.507982825479949,0.288169904937586,0.767140952432909,0.134067048613023,0.810434019730634,0.497118690205895,0.364970697842334,0.128936066945884,0.0487731161102242,0.04972236716919,0.0508408248987913,0.106140991054862,-0.320547480154779,-0.171268151168646,-0.0695535086736591,-0.0759023069370493,-0.0756887501623341,0.0483357282340645
-0.199998507499785,0.42612657486078,0.236309556813192,0.169815689810652,0.241255725349511,0.102055177920083,0.146377445929883,0.104711259115257,0.206443415353312,0.285486808922883,1.32358860485612,0.833371021102152,-0.256804470977236,0.100890350594087,1.04526262138546,0.660316388229767,0.839950685475353,0.60852029100551,0.549678242463759,0.462212222472414,0.0224136980634255,0.066750483372407,0.117661063218163,0.0891108614429729,-0.303597157746778,-0.0640824534154934,-0.113667694513468,-0.0532705672168235,-0.0373890625017117,0.0431003662624316
-0.217820098187062,0.575058032508782,0.301880109741554,0.261886068317316,0.082970086240976,-0.0132723868318532,0.0195701965015695,0.388148095709413,0.095215653892099,0.603353662284464,1.60167730550998,0.72794330953906,0.0252887893805356,0.283103373000052,0.985194976494945,0.56284911394272,1.25681952826075,0.806486793427858,0.76595845230631,0.708584830174101,0.0844924122860936,-0.16092653189193,0.17278359750262,0.0116309690110472,-0.253542840800901,-0.0358019024761108,-0.149897610735417,0.0343188955024981,0.0226610193965172,-0.0259637963033277
-0.334837799158074,0.638129302179754,0.2458240907091,0.49114250390866,0.336814694548748,0.154209756781512,0.290821160077961,0.248052465368848,0.154418097501101,0.784571450860529,1.31948735107649,1.12459374418676,0.293126958860097,0.433193601871311,1.01977675414335,0.743540139881594,1.46003124320343,0.799687096822863,1.26613381637003,0.668480214651189,-0.0156002337506935,-0.150245842506511,0.196907295031577,0.00334624995887877,-0.269808196399278,0.0147899139199465,-0.157241292589768,0.0855136147043555,-0.071508381126701,0.0317027197842656
-0.301599303296648,0.828304013546129,0.167722027131928,0.42604998505452,0.161624454745426,0.272473367576002,0.119321338177375,0.16487122313299,0.221935058061314,0.793186829517191,1.21242095066224,1.24545534870524,0.260827213150764,0.355786105966201,1.21538912824883,0.448042328160171,1.37742234851717,1.05070342429606,1.30242842658284,0.578096216860761,-0.114598865609809,-0.237689566886122,0.211021208818016,-0.0132618629198077,-0.293512977042903,-0.0624553305251696,-0.109074631595452,0.042193713394409,-0.0732669501050817,0.082599889859959
-0.257043653498839,0.872124969447795,0.299701706446114,0.643123230582612,0.402998661193765,0.504944492774063,0.0942134128548431,0.0556136404683092,0.162160625502803,0.621889069719436,1.6186987059078,1.40180601134702,0.345051669367789,0.410012483899918,1.40096924668192,0.641204656426017,1.47864468326353,1.51103017081666,1.64302975038084,0.87435427277938,-0.101186258255697,-0.374117119989799,0.251316877176585,0.0640804962922128,-0.317605337264275,-0.155643761062505,-0.0412640193922672,0.134344050505599,-0.0458411931059745,0.0359605969185895
-0.185156307903893,0.938305683086382,0.338809889362991,0.663800639632812,0.312420318503355,0.61764520457831,0.0758148960049745,0.361915602205472,0.292547682791568,0.716765640878321,1.72335473401558,1.53836405840875,0.572933388129912,0.848337426001027,1.81649964786679,1.0379508826783,1.80339724463607,1.71538083238914,1.85216685735732,1.07296476407511,-0.126459991429576,-0.314615729011127,0.375504056715032,0.0500006675814035,-0.286145710684515,-0.156606721225574,-0.0563330744678982,0.109152383168843,-0.0985003086231688,0.0377148468738482
-0.127106136422086,0.913351702478032,0.0239388026494587,0.672349738701517,0.418623747376289,0.765362397546748,0.0994144906688824,0.428554515264191,0.282515822489943,0.930707837141665,2.19152866275821,1.62184609377663,0.629632170073059,0.954637681072111,2.30262650126744,1.17494277672719,2.15425877274919,1.92730188295844,2.14400993067202,1.42678215258617,-0.0715928058035154,-0.245081110551841,0.501938753344302,-0.0429697566250635,-0.438672095131012,-0.23593477778974,0.0154360408994256,0.0770874768859088,-0.169882456083681,-0.0112431862112903
0.124167856955396,0.965372155736172,-0.130488354650692,0.86087052289552,0.472069819647685,0.987446166229296,0.15373089936271,0.561994471732384,0.334549716618132,1.07861418859063,2.39083398872917,1.9174314676726,0.869507031583465,1.11901131078906,2.85849499729635,1.37552558168624,2.41823578754961,1.93596009834077,1.8872142038887,1.81434453843256,-0.0405122390421131,-0.211480766060878,0.52367202898291,-0.0428159128977037,-0.484108058840975,-0.204442178229142,0.0696736814321925,-0.0221148424431273,-0.102629379541375,0.0531609862130353
