"BM_1","BM_2","BM_3","BM_4","BM_5","BM_6","BM_7","BM_8","BM_9","BM_10","BM_11","BM_12","BM_13","BM_14","BM_15","BM_16","BM_17","BM_18","BM_19","BM_20","BM_21","BM_22","BM_23","BM_24","BM_25","BM_26","BM_27","BM_28","BM_29","BM_30"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.241466319368489,0.300631335756394,-0.148259439596768,-0.0852313447214899,0.187681781826555,0.0130229094188908,0.12992453893755,-0.0861075325752154,0.0724025931006061,-0.0138682374069686,0.236451396203426,0.266191792716809,0.0190677868097374,0.289935200800628,0.0714970659065769,0.461212781919866,0.0701205797867534,0.275371408625907,0.485910015714556,0.210968491992827,-0.00553467952247032,0.297558960460201,-0.251660466411024,-0.0114893811260915,0.05975883068502,-0.336397676360871,-0.0443740747990266,-0.0938268447633334,-0.574064986086071,-0.0175818492653285
0.302904092577999,0.115104342433499,0.0982225300743176,0.108061771061707,0.164521982284296,0.1024878346999,0.0938465659265013,0.0299797347894328,-0.018843207633704,0.363118112977388,0.146172505701766,0.164221650935644,0.248840969694757,0.195012311665259,0.219901407965701,0.390376136618124,0.422863985784096,0.383321534111991,0.34588521257027,0.398569384921545,-0.123660123345566,-0.379218319663535,0.259187612400871,0.057967493606209,0.228326856667054,0.0590924512509681,0.266775863114031,-0.401696719179638,-0.0710911119572516,0.121621329257891
0.189070724794155,-0.00416161449642805,0.116024264975395,-0.0310279291119084,-0.0709180980622026,0.457004999506006,0.147493963719564,0.134999515875205,-0.0103639215914102,-0.0231256454486868,0.55458891232853,0.383270800932915,0.425953070805865,0.168354344430962,0.107817855809778,0.15994857337531,0.571009728226002,0.360826639566554,0.118904620573732,0.442367021986973,0.453365254632452,-0.0512436318402591,-0.128499687827258,-0.178865860782294,-0.13513902835236,0.0376888283765162,-0.101259741588451,-0.059018538071846,-0.238725262949161,0.136407696503708
0.274826404333229,0.510207488126137,0.0516827854202331,0.270340665551027,0.0288268207811263,-0.260745189134649,0.467829904401494,0.0384262664705709,0.203224443883268,0.09489030960579,0.180254885487885,0.347351736194703,0.495165599489772,0.525554211572684,0.0205762382991053,0.431757383348855,0.203466851793397,0.186758809532633,0.112704598398801,-0.0241047607830713,-0.0312203063943783,-0.223880304911293,-0.318238715760625,0.222470662738614,-0.17979624298645,-0.242388266879421,-0.0480603728097324,-0.280251770301046,0.0648799952943625,-0.00115968722117478
-0.0931971669021998,0.084454046120749,0.278913413101651,0.0527673410908446,0.407623028641263,0.121510590053156,-0.240930336105029,0.294751468980789,0.303596828478821,-0.124520510126019,0.190333319522326,-0.17753242017416,0.298924050469192,0.29907143537459,0.232872811183764,0.269904673667098,0.229753958780866,0.233542531526048,0.41391633977092,-0.176610841438376,-0.490066054644202,0.0327021945399965,-0.419646668161057,-0.294018528709079,0.0237833852256439,-0.268254946181679,-0.297295004342956,-0.0512981238449399,-0.261304769628329,0.162339268109841
0.375481671635738,0.149660588261857,0.0599280325639514,0.0997334741093597,-0.0543302463424371,0.145496701348458,-0.0521730187586724,0.160766809489571,-0.0949869334358959,0.0409249270573802,0.221462078142736,-0.0449584906451885,0.0279757502607854,0.423233434445946,0.0740659721946674,0.147925854278913,0.261966188256722,0.860596435430612,0.2345093858874,0.320385493304375,0.0182761324289644,-0.250665848163314,-0.367122430138246,-0.104441054124436,-0.239417813133731,-0.225453218907119,-0.0596353012760336,0.147563707321944,-0.143824727742953,-0.185184438995476
-0.286455474806384,-0.0292874141379904,0.011083555334036,0.391892206432528,0.0549763000544048,0.107353344690054,0.283655848583165,-0.243062295468169,-0.0221956442170979,0.502068384769077,0.469184542685402,0.179993984607451,0.286677708802141,-0.0466600745952122,0.191457184677899,0.109729715609799,0.400162072041343,-0.0346271548289603,0.281638216983584,0.536167535452596,0.166773948057347,-0.0689186858530602,0.0874774289405504,0.0884003769401479,-0.16910191486408,0.168534455633675,-0.140302790241367,-0.221261805913081,0.126566927880237,0.111238985038334
-0.305803213228647,0.221497508753079,0.195801567852443,0.138025784340396,0.16973712889462,0.027242772846653,0.181307335521316,0.0848978877898552,-0.227462549268822,0.515238985502121,0.272982808555465,0.681434163049251,0.335951602501896,0.50530990348695,0.756533780606097,0.461684825498759,0.154570242835594,0.497227592992432,0.274346718696964,0.300229712397962,0.197416516892708,-0.278922950165989,0.329596849445727,-0.0284395112148139,-0.36976150963269,-0.120858430720709,0.077538552393158,0.0727082206503091,-0.398591330399271,-0.152528789358731
-0.0464047759749114,0.301220984288311,0.0884644335010496,-0.0208270753977208,0.121612524496455,0.0115729858790804,0.055666320184488,-0.0710362083850606,0.102392977329865,-0.142657907160235,0.520415748826225,0.0830528839669158,0.197871824752255,0.255312722346264,-0.0146285182803527,0.260229084551426,0.178756505148,0.526971913248459,0.265795707252932,0.367768422227225,0.00824658313390303,-0.183516943201087,-0.156015397458546,-0.264895421037547,-0.210905682327384,-0.0251517302247113,-0.179848269039722,-0.296347944596475,-0.235384289111191,-0.111043208362826
