"Date","AAPL_return","MSFT_return","AMZN_return","GOOG_return","TSLA_return","JNJ_return","V_return","WMT_return","PG_return","JPM_return","UNH_return","MA_return","NVDA_return","HD_return","DIS_return","NFLX_return","PFE_return"
2015-01-05,-0.0285760492499318,-0.00923862084728722,-0.0207306937422902,-0.0210659600671628,-0.0429503288287161,-0.00700849644474122,-0.0223210498588831,-0.00291468281282725,-0.00476608414839763,-0.0315370933374588,-0.0166085772021303,-0.0285311403599575,-0.0170347415079248,-0.0212037334600144,-0.014721007897367,-0.052237971031075,-0.00544072772764048
2015-01-06,9.44190614613483e-05,-0.0147857405939527,-0.0230980525055289,-0.0234498984998859,0.00564825584215134,-0.00492613670499509,-0.00646452898239769,0.00767647696626916,-0.00456529124700022,-0.0262711902843606,-0.00201949887502728,-0.00216377464080519,-0.0307871306275675,-0.00306623732660061,-0.00531844031901318,-0.0172687987542597,0.00830941206150504
2015-01-07,0.0139244586377485,0.012625154136646,0.0105439569377728,-0.00171466905291018,-0.00156315171254073,0.0218357055321192,0.0133089759594949,0.0261864427958627,0.00523190292348019,0.00152456100514398,0.0101579915850225,0.0154353097463007,-0.0026091505650665,0.0337002466506755,0.0101777263670542,0.00517841717308665,0.0135926866406795
2015-01-08,0.0377026289489293,0.0289937811808176,0.00681275938052028,0.00314807228408842,-0.00156553106269541,0.00783187568834887,0.0133235527969795,0.0208861931147784,0.0113705097862127,0.0221008925006037,0.0466293302910428,0.0154347611684589,0.036927437007678,0.021883133526444,0.0102883359729926,0.0219456233684205,0.0202025309657956
2015-01-09,0.00107210824935855,-0.00844071198205887,-0.0118181703812779,-0.0130351710044017,-0.0189806269200679,-0.0137228820527309,-0.0149341039943263,-0.0124568961738354,-0.00937444343319349,-0.0175397741677603,-0.00940378708331124,-0.0128256169253138,0.00401994358312374,-0.0172965961570979,0.00489254642447889,-0.0155784643183634,0.00460495860820487
2015-01-12,-0.0249495180519688,-0.012581235986783,-0.0187652115901824,-0.00732265204919225,-0.0217681308830682,-0.00343590296037544,-0.00195971371116066,0.00747038697710023,-0.00366320735108161,-0.0086320146900305,-0.0113449400993337,-0.012872801137731,-0.0126169670944104,-0.00449109467576747,0.00222559949762946,-0.032280773898024,0.00366833541411626
2015-01-13,0.00883952549491207,-0.0051637127636055,0.0113624074454806,0.00734279626401957,0.0100379485283297,0.00171947440514941,0.00291881706064334,-0.00791816443358462,0.00421745541660634,0.000169812072669639,0.00505779736384859,0.00227683188268557,-0.00152458239111075,-0.00662969608510444,0.00769862546423639,0.0154371331447218,-0.0101211065475941
2015-01-14,-0.00381766220015134,-0.00866562996281628,-0.004999968410075,0.00940785659651455,-0.0582620851153526,-0.00728103690722026,-0.0202201794743448,-0.0306980695049472,-0.00343930275873028,-0.0351093297240608,0.00251946592258623,-0.00107787350829103,0.00406088134567573,-0.0105631849212635,-0.0101363374760624,0.00138881539873026,0.00123240288418014
2015-01-15,-0.0275156112994801,-0.0104986878059021,-0.0217857010357307,0.00183505204637768,-0.00426460913034443,-0.0146257062329029,-0.00955384315123009,0.00885089252118787,-0.00144554355043613,-0.0325610476986009,0.0108764660915206,-0.0146041096924954,-0.00711754368990625,-0.016008690987757,0.00127252299830438,-0.00148143321837413,-0.00246587966033074
2015-01-16,-0.00780063867303271,0.0165728107063612,0.0131214026107513,0.0124571947536847,0.00623475221577907,0.0150103684367622,0.00716423916858222,-0.00700555770757472,0.0153502775685581,0.0169497039719917,0.0124627722170443,0.0186695985110701,0.0182008799491735,0.0303245303113941,0.00875872487971918,0.0410887930771078,0.0122697449602622
2015-01-20,0.0254315933086318,0.00323871742420589,-0.0044813464480522,-0.00232515240819797,-0.00592211202273241,-0.0267880173037058,0.00738565726256546,-0.000922402185257187,-0.000657769576211109,-0.00394128222271739,-0.00141911651272153,0.00547429787410891,0.00300142825196414,-0.00839078603596288,-0.00463378299029671,0.0334073542571351,0.00910497100082397
2015-01-21,0.00760503228943765,-0.0101836056285896,0.0266255183222719,0.0217387275038226,0.0238879162430132,0.00600443168288489,0.00171167039636799,-0.000576773196325764,0.00203005013333257,0.00322561496277007,0.0344317849159852,-0.00642914792703753,0.0138888914779673,0.00270801406621413,-0.00603450856637711,0.15990081623991,-0.0139946231187289
2015-01-22,0.0256828586831324,0.026009126075861,0.0430304614513157,0.0310733725957806,0.0253660939489437,0.0180885055731439,0.00124316888212572,0.0189781717885946,0.00976120998574626,0.0299635988877132,0.0406021538149703,0.00785229407435839,0.0170946468946763,0.0242378498108797,0.0103528701711557,0.0457512134110729,0.00519466704755533
2015-01-23,0.00514691757265773,0.00106062229263371,0.00664840761192842,0.0103506495572381,-0.0016380356186696,-0.0151486209821394,0.00267491539112363,0.002375666581516,-0.0169511429795,-0.0159276289731474,-0.0163829671301885,0.000118950698042575,0.00290104418671222,-0.0066211635944553,-0.00452937697179756,0.0208345514550876,-0.0110330622799308
2015-01-26,0.00106169473339968,-0.00361011239372422,-0.00877750889048645,-0.00881733607122115,0.0257958834872691,0.000586708858621776,-0.00683720598330595,0.00135478113725673,-0.00556616135244425,0.00158655048297041,-0.00348794210385073,-0.00940619749173699,-0.00435487894029718,0.00935169544088676,0.00263596715673931,0.0205884848248958,0.0107280473502804
2015-01-27,-0.0356409123917798,-0.097098566186423,-0.00944184985762631,-0.0314683976742129,-0.00276344483141777,-0.00166389921449461,-0.0218327498406188,-0.0124885608010818,-0.0351030974977711,-0.0100911632583132,-0.0144394959618159,-0.0221324446104978,-0.0492023862592532,-0.0113467775927614,-0.0105855545688049,0.0168978678774119,-0.0061160986738078
2015-01-28,0.0549926390129389,-0.0350662333072433,-0.00930142917486565,-0.016780037211924,-0.0326167175410608,-0.00599244373532404,-0.0186192669212151,-0.00814457342661568,-0.0156146153952177,-0.0261392620462879,-0.0141899135393873,-0.0126765399852076,-0.0164360770201677,-0.00400178136572826,-0.0139305894739037,-0.026121543600083,-0.0201402003913156
2015-01-29,0.0306586644675981,0.0197117744789166,0.02556616518959,0.00129331695925261,0.0288227508909413,0.00882882568470933,0.00663492374490637,0.0103125858905941,0.00608851375888442,0.0166638841693438,0.00853813588903041,0.00789556998406571,0.0240481743341477,0.027125469760251,0.00591738747274739,0.00302395451019066,-0.00376275137459725
2015-01-30,-0.0147424044887106,-0.0390775999512845,0.128495148928772,0.0456651375902983,-0.00782789121132144,-0.0221218925329003,0.0274819050360957,-0.0317336385295928,-0.0162396136864658,-0.0234447008489869,-0.0291244713661492,0.00795520507337422,-0.0297609467352504,-0.0301854788065929,-0.0245425579024952,-0.00451676257574363,-0.0183899081320589
2015-02-02,0.0124689578455857,0.021548518780258,0.027651261355508,-0.0113641876965396,0.0354165045500103,0.00686686071011966,0.00168542086658974,0.00855348002831535,0.00979828474357447,0.0198455331484997,0.00974038782802644,0.0115147767811834,0.0216390865145051,9.59809790526123e-05,0.0106075598003734,-0.00165370561906553,0.012718688687686
2015-02-03,0.000168692854074948,0.00772218793988388,-0.00252737851374807,0.0014369947716002,0.0345713045606013,0.0160362782002732,0.0172777390693764,0.00558448995965311,0.00970436293006038,0.0222848542149627,0.00483496790515314,0.00995233499874271,0.0246678567571227,0.0265523969663812,0.0233307234150288,0.0353047337897445,0.0116223658531172
2015-02-04,0.00764014335548246,0.00575212280447834,0.00329531906476488,-0.0123194997689917,0.000869746859758713,-0.0107941303908836,0.0194408762404592,0.00532276996403835,-0.0018633033984532,-0.00601250927579899,0.00101952582083165,0.00440498810279966,0.00248308541542563,0.0108510345077608,0.0735308535520565,-0.0181314348501234,0.0103436643481447
2015-02-05,0.00711222827159563,0.0144746632846808,0.0247494893046198,0.0091780283583387,0.0111026718029863,0.0107941303908836,0.0257517779676251,0.00724447950101847,0.010551346169434,0.00689336389658068,0.00830538296483407,0.0192950763088291,0.0162367575348447,0.00533543833466599,0.0133387564761449,0.00044551407693838,0.0282832873473731
2015-02-06,-0.00845665004899754,-0.000943111725062895,0.00104258304066152,0.00646149767347026,-0.0165624603653711,-0.0133621741429746,-0.0162461102690425,0.000572624768927277,-0.0126518512050886,0.0195366818280909,-0.0112748080280678,-0.0195325301485587,-0.00440252955587328,0.000458999678928151,-0.00605871158068894,-0.0101873418853611,0.0054414494936128
2015-02-09,0.0066205688862806,-0.00117946274408176,-0.00998884955846835,-0.00598776463015671,0.000551887141642116,-0.0131424513813689,-0.00735631256571168,-0.0163934728284971,-0.00656291404976361,-0.00121001476640448,-0.0103694110655406,0.00509645293948768,-0.00098023986551532,-0.00644067414153593,-0.0028467430858532,-0.00290724986543189,-0.00301933271540333
2015-02-10,0.0190294555048314,0.00564931699323568,0.00656303083352228,0.0171121224162505,-0.00548679049577272,0.0056963711789022,-0.00343364704091975,0.0159353355150129,0.00399020451503862,0.0110080226857998,0.0230215521536659,-0.00426479614758701,0.0275844394249118,0.02127836670957,0.00186593378243227,0.0242592486514654,0.0321358609069211
2015-02-11,0.0231683623333754,-0.00517761557023144,0.00572088881552402,-0.00180820115740277,-0.0162672963048935,0.000298854943953764,0.00724444072858166,-0.010942829311035,0.00292281076712442,-0.00154073478299477,0.00804324809600754,0.00272711235260203,-0.0067054349119926,-0.00325806158467135,-0.00049068501433247,0.00206856030688396,0.00292398580717057
2015-02-12,0.0125725837759019,0.0166145668539417,0.00539670110440582,0.0129022194924993,-0.0477381356288005,-0.0195159170285226,0.018328009016451,-0.00522549674219963,0.00454400092019558,0.0203501774554264,-9.1188611504478e-05,0.035588995429114,0.0691535451383342,0.0166317532591824,0.0166467324194839,0.00403686753721288,0.0179406025587876
